Scene,Filename,Mean_PSNR,Mean_SSIM,Gaussian_PSNR,Gaussian_SSIM,Median_PSNR,Median_SSIM
L15-0358E-1220N_1433_3310_13,global_monthly_2019_09_mosaic_L15-0358E-1220N_1433_3310_13.tif,32.916612845725204,0.890536807244968,37.209965984364146,0.9569863815227574,33.76210737805475,0.9030696884379903
L15-0358E-1220N_1433_3310_13,global_monthly_2019_10_mosaic_L15-0358E-1220N_1433_3310_13.tif,27.1345776884614,0.8333847734342902,31.897538094782067,0.944093678095944,28.29935248751171,0.8628905941783992
L15-0358E-1220N_1433_3310_13,global_monthly_2019_11_mosaic_L15-0358E-1220N_1433_3310_13.tif,26.927546612247063,0.8377675366938401,31.766213629139383,0.944918478343823,28.06252055192164,0.865826013420424
L15-0358E-1220N_1433_3310_13,global_monthly_2019_12_mosaic_L15-0358E-1220N_1433_3310_13.tif,26.576892195123992,0.8548838599378749,31.419214408867006,0.9497489800731264,27.75557201421705,0.8807828608072363
L15-0358E-1220N_1433_3310_13,global_monthly_2020_01_mosaic_L15-0358E-1220N_1433_3310_13.tif,28.61222847194826,0.8676796521802265,33.282548132442514,0.9485444952813025,29.64088843127464,0.8856794729775981
L15-0361E-1300N_1446_2989_13,global_monthly_2018_01_mosaic_L15-0361E-1300N_1446_2989_13.tif,32.97130180623427,0.9107488376812786,37.28930531816515,0.9609758594691356,33.58237715316576,0.9175871995033071
L15-0361E-1300N_1446_2989_13,global_monthly_2018_02_mosaic_L15-0361E-1300N_1446_2989_13.tif,29.46158303286672,0.9047305018888733,34.53236397875574,0.9667622642273643,30.717917466616882,0.9201281257635459
L15-0361E-1300N_1446_2989_13,global_monthly_2018_03_mosaic_L15-0361E-1300N_1446_2989_13.tif,30.672881439875205,0.9023430237371601,35.49837770261282,0.9641027542762246,31.74483549348348,0.9157235487515013
L15-0361E-1300N_1446_2989_13,global_monthly_2018_05_mosaic_L15-0361E-1300N_1446_2989_13.tif,27.76678960706782,0.8792821290204319,32.820188694427735,0.9593600340523412,29.1066132574421,0.9029284370762921
L15-0361E-1300N_1446_2989_13,global_monthly_2018_06_mosaic_L15-0361E-1300N_1446_2989_13.tif,27.359708409812384,0.8684003341039411,32.37877402975637,0.9564264223674792,28.527957889179724,0.8928226669343549
L15-0361E-1300N_1446_2989_13,global_monthly_2018_07_mosaic_L15-0361E-1300N_1446_2989_13.tif,27.89971728751876,0.8732211553029179,32.87771332234817,0.9570669970730394,29.03519220935166,0.895756478390666
L15-0361E-1300N_1446_2989_13,global_monthly_2018_08_mosaic_L15-0361E-1300N_1446_2989_13.tif,29.285656660473535,0.8871858187954228,34.21432707330749,0.9600521200544201,30.442103310966864,0.9055788436213756
L15-0361E-1300N_1446_2989_13,global_monthly_2018_09_mosaic_L15-0361E-1300N_1446_2989_13.tif,28.560092631747224,0.8846879078325345,33.55018977675996,0.9603273326667443,29.685675384630095,0.9043068263824243
